,negative_prob,neutral_prob,positive_prob,predicted,true
43,0.21117117,0.5087221,0.2801067,1,1
44,0.21140873,0.54556334,0.24302796,1,1
45,0.050863538,0.098449886,0.85068655,2,2
46,0.3944593,0.2694661,0.33607456,0,2
47,0.015165125,0.0076918523,0.97714305,2,2
48,0.18795751,0.54112273,0.27091974,1,1
49,0.16955335,0.3391397,0.49130693,2,2
50,0.18654267,0.567439,0.2460183,1,1
51,0.05471426,0.06340187,0.88188386,2,2
52,0.034237057,0.19073345,0.7750295,2,2
53,0.14238131,0.474849,0.3827697,1,2
54,0.056350432,0.024650441,0.9189992,2,2
55,0.2317527,0.46056563,0.30768168,1,0
56,0.66354877,0.16015139,0.17629986,0,0
57,0.037156735,0.038825825,0.9240174,2,2
58,0.5595577,0.107757665,0.33268467,0,0
59,0.27793673,0.34983733,0.3722259,2,1
60,0.02118846,0.022230828,0.9565807,2,2
61,0.13541955,0.3362181,0.5283624,2,2
62,0.030650826,0.07031229,0.89903694,2,2
63,0.22318818,0.32365602,0.45315585,2,2
64,0.114014216,0.04083303,0.8451528,2,2
65,0.040080596,0.04878648,0.91113293,2,2
66,0.07757015,0.14728056,0.7751493,2,2
67,0.22496709,0.45377824,0.32125464,1,1
68,0.15088987,0.20797339,0.6411367,2,0
69,0.104124665,0.19948752,0.69638777,2,1
70,0.26833048,0.30153027,0.43013924,2,2
71,0.24098979,0.45165917,0.30735105,1,0
72,0.021517914,0.07364885,0.90483326,2,2
73,0.30882788,0.2993871,0.39178497,2,1
74,0.26315776,0.27194124,0.46490097,2,2
75,0.7193373,0.16627927,0.114383385,0,0
76,0.14515679,0.22713251,0.6277107,2,1
77,0.08825709,0.20461392,0.707129,2,2
78,0.15788788,0.19397885,0.6481333,2,2
79,0.24098979,0.45165917,0.30735105,1,1
80,0.08620087,0.16806373,0.7457354,2,1
81,0.5981484,0.18630818,0.21554337,0,0
82,0.02092465,0.03312232,0.945953,2,2
83,0.47543922,0.26745144,0.25710934,0,2
84,0.39421993,0.5028283,0.10295178,1,0
85,0.7867203,0.05232828,0.16095142,0,0
86,0.15108524,0.5164094,0.33250538,1,0
87,0.2315398,0.5137401,0.2547201,1,1
88,0.22059084,0.3728152,0.40659398,2,1
89,0.0855574,0.051396616,0.86304605,2,2
90,0.056174826,0.09060362,0.85322154,2,2
91,0.24490567,0.17975679,0.5753375,2,2
92,0.1257628,0.10918561,0.76505154,2,2
93,0.22158852,0.37695113,0.40146038,2,1
94,0.25233722,0.33068117,0.41698164,2,2
95,0.24098979,0.45165917,0.30735105,1,1
96,0.18884909,0.56722957,0.24392134,1,1
97,0.24665447,0.49452385,0.2588217,1,1
98,0.08291553,0.038884785,0.87819964,2,1
99,0.07881742,0.07507455,0.8461081,2,2
100,0.43821436,0.302759,0.25902662,0,0
101,0.057370316,0.11355297,0.8290767,2,2
102,0.17931075,0.48740184,0.33328745,1,2
103,0.20352724,0.16550076,0.63097197,2,2
104,0.19178142,0.5421867,0.26603186,1,2
105,0.15335785,0.023173746,0.8234684,2,2
106,0.20085551,0.23318973,0.5659548,2,2
107,0.020134676,0.0399125,0.9399528,2,2
108,0.036264516,0.01042927,0.95330614,2,2
109,0.041588802,0.04010192,0.9183093,2,2
110,0.20798023,0.122276,0.6697438,2,0
111,0.24098979,0.45165917,0.30735105,1,1
112,0.25905773,0.45181718,0.28912508,1,1
113,0.48981872,0.34143037,0.16875085,0,0
114,0.025313444,0.026367273,0.9483193,2,1
115,0.23402806,0.4674997,0.29847226,1,1
116,0.8055464,0.06157888,0.1328747,0,0
117,0.10114401,0.102386445,0.7964695,2,2
118,0.20050497,0.40153146,0.39796358,1,0
119,0.17540437,0.06730936,0.7572863,2,2
120,0.50371635,0.2960257,0.20025802,0,0
121,0.24121523,0.45114622,0.30763856,1,1
122,0.26086783,0.49292502,0.24620719,1,1
123,0.03738162,0.023336781,0.9392815,2,2
124,0.7193373,0.16627927,0.114383385,0,0
125,0.124066256,0.18560408,0.6903297,2,2
126,0.8869198,0.051534142,0.061546028,0,0
127,0.21911532,0.40805838,0.37282628,1,1
128,0.24098979,0.45165917,0.30735105,1,1
129,0.18202455,0.45003214,0.36794335,1,2
130,0.36642233,0.29636583,0.33721188,0,0
131,0.22478862,0.10852682,0.66668457,2,2
132,0.33594427,0.4698886,0.19416718,1,1
133,0.5441568,0.23888196,0.21696126,0,1
134,0.30252436,0.3882648,0.3092108,1,2
135,0.80197024,0.046507046,0.15152267,0,0
136,0.20921145,0.5304945,0.26029405,1,1
137,0.411555,0.20390275,0.38454226,0,2
138,0.29639697,0.3255873,0.3780157,2,2
139,0.2845626,0.35251495,0.36292246,2,2
140,0.20993604,0.45036426,0.33969975,1,0
141,0.15746851,0.6233281,0.21920337,1,1
142,0.4908604,0.244509,0.26463053,0,1
143,0.23874451,0.5190049,0.2422506,1,1
144,0.07864005,0.07488311,0.8464768,2,2
145,0.5778075,0.32949498,0.09269752,0,1
146,0.6291765,0.22163561,0.14918794,0,1
147,0.07864005,0.07488311,0.8464768,2,2
148,0.27245748,0.4082143,0.31932822,1,1
149,0.03255097,0.05760503,0.909844,2,2
150,0.10096651,0.04438332,0.8546502,2,0
151,0.15746851,0.6233281,0.21920337,1,1
152,0.16253261,0.15932977,0.67813766,2,0
153,0.45823118,0.30418217,0.23758668,0,0
154,0.24040908,0.47996294,0.27962804,1,2
155,0.3552593,0.316822,0.32791874,0,1
156,0.32514703,0.36882132,0.30603164,1,2
157,0.21549322,0.09708008,0.6874267,2,2
158,0.16797729,0.5984355,0.23358715,1,1
159,0.58794814,0.074739695,0.3373122,0,2
160,0.12342021,0.7480799,0.1284999,1,1
161,0.2295726,0.4662212,0.30420625,1,0
162,0.5377093,0.21402666,0.24826403,0,0
163,0.24098979,0.45165917,0.30735105,1,1
164,0.0037702313,0.017513083,0.9787167,2,2
165,0.115943655,0.64075255,0.24330379,1,1
166,0.30097196,0.3783638,0.32066432,1,1
167,0.21339698,0.51500344,0.27159962,1,1
168,0.34486237,0.21531065,0.439827,2,0
169,0.32696116,0.41483754,0.2582013,1,2
170,0.9546437,0.016585391,0.028770916,0,0
171,0.24871555,0.4058357,0.3454488,1,1
172,0.16955693,0.7225837,0.10785938,1,1
173,0.09641641,0.027360799,0.8762228,2,2
174,0.04476574,0.04557401,0.9096603,2,2
175,0.36983526,0.3765578,0.25360695,1,1
176,0.18964235,0.56849355,0.2418641,1,1
177,0.6282499,0.29989076,0.07185935,0,0
178,0.3462448,0.40930918,0.24444605,1,2
179,0.45929924,0.2542474,0.28645334,0,2
180,0.2248161,0.47994307,0.2952408,1,1
181,0.21531202,0.045115378,0.7395726,2,2
182,0.027017396,0.038739406,0.9342432,2,2
183,0.6653226,0.08927468,0.24540271,0,0
184,0.42221287,0.30324167,0.27454543,0,1
185,0.15675646,0.62503135,0.21821216,1,1
186,0.2419223,0.45110422,0.3069734,1,2
187,0.6357777,0.08854653,0.27567577,0,0
188,0.2600201,0.44033492,0.29964495,1,2
189,0.5318096,0.27860293,0.18958743,0,0
190,0.22341749,0.41778117,0.35880134,1,1
191,0.065829605,0.08942687,0.8447435,2,2
192,0.76587486,0.14532413,0.08880106,0,0
193,0.28617206,0.44312426,0.2707037,1,0
194,0.12165692,0.37237418,0.5059689,2,0
195,0.34746662,0.44033358,0.21219988,1,0
196,0.27098075,0.3415987,0.3874206,2,0
197,0.19328894,0.16339035,0.6433207,2,2
198,0.1560438,0.4963038,0.34765247,1,1
199,0.08469001,0.11299232,0.80231774,2,2
200,0.23871502,0.4549572,0.30632773,1,0
201,0.2089464,0.58344024,0.20761335,1,0
202,0.014870508,0.026126832,0.9590026,2,2
203,0.35243985,0.102743834,0.5448163,2,2
204,0.22640689,0.50048316,0.27311,1,0
205,0.14717749,0.20915008,0.6436724,2,2
206,0.08763838,0.1243615,0.7880001,2,2
207,0.5813507,0.30871776,0.10993157,0,2
208,0.23939796,0.32984143,0.43076056,2,2
209,0.18365198,0.54523176,0.2711163,1,1
210,0.0034772628,0.0019656233,0.99455714,2,2
211,0.51520103,0.03668717,0.4481118,0,2
212,0.3635638,0.3736463,0.26278993,1,2
213,0.17929193,0.60881966,0.21188837,1,0
214,0.24098979,0.45165917,0.30735105,1,1
215,0.06372126,0.024909044,0.9113696,2,2
216,0.22260423,0.4473471,0.33004868,1,1
217,0.0070872917,0.054702193,0.93821055,2,2
218,0.8738583,0.06126457,0.06487714,0,2
219,0.83185565,0.04523261,0.12291174,0,0
220,0.26909265,0.49026394,0.24064338,1,1
221,0.07100432,0.051116105,0.87787956,2,2
222,0.27355444,0.47874472,0.24770087,1,0
223,0.11533887,0.5358539,0.3488072,1,1
224,0.37909377,0.28636333,0.3345429,0,1
225,0.14050648,0.29424435,0.5652492,2,2
226,0.3975953,0.37531137,0.2270933,0,1
227,0.16287053,0.26003188,0.57709765,2,0
228,0.22154236,0.466616,0.31184158,1,2
229,0.12313626,0.24300528,0.63385844,2,1
230,0.19968702,0.53770244,0.2626105,1,1
231,0.086161345,0.091993384,0.8218453,2,1
232,0.17647845,0.33075306,0.49276856,2,2
233,0.17888188,0.55155486,0.2695633,1,0
234,0.10052546,0.10867873,0.79079586,2,2
235,0.28291038,0.22433248,0.49275708,2,2
236,0.25327817,0.48864815,0.2580737,1,1
237,0.13127099,0.41058138,0.45814764,2,1
238,0.8606988,0.064213306,0.07508795,0,0
239,0.30196568,0.41914752,0.27888677,1,2
240,0.09564977,0.060486626,0.84386367,2,2
241,0.3781201,0.20147613,0.42040372,2,2
242,0.2433401,0.46164656,0.2950134,1,1
243,0.03416391,0.015075015,0.9507611,2,2
244,0.22894177,0.35646856,0.41458964,2,1
245,0.36064652,0.3878427,0.25151074,1,1
246,0.17960554,0.6449197,0.17547478,1,0
247,0.59528756,0.14486577,0.25984666,0,2
248,0.19182256,0.39982048,0.4083569,2,1
249,0.040923357,0.03381352,0.92526317,2,2
250,0.008567338,0.0052882857,0.9861444,2,2
251,0.03513532,0.43210667,0.532758,2,1
252,0.05031272,0.040394954,0.9092923,2,2
253,0.2664489,0.14730465,0.58624643,2,0
254,0.0070686066,0.028542183,0.96438915,2,2
255,0.21628058,0.3754525,0.4082669,2,2
256,0.27498165,0.113833316,0.611185,2,2
257,0.75178254,0.19567707,0.05254039,0,1
258,0.004388576,0.006878659,0.9887328,2,2
259,0.13833965,0.13232969,0.72933066,2,2
260,0.36276433,0.44573098,0.19150467,1,0
261,0.020509306,0.07302806,0.9064626,2,1
262,0.012798734,0.0109749865,0.9762263,2,2
263,0.28867885,0.4000957,0.31122538,1,1
264,0.25687718,0.41383946,0.32928333,1,2
265,0.008609821,0.008394245,0.9829959,2,2
266,0.14425789,0.5109769,0.34476516,1,0
267,0.32653698,0.18372045,0.48974255,2,2
268,0.2765376,0.25092793,0.47253448,2,1
269,0.09087125,0.18156266,0.7275661,2,2
270,0.24479768,0.47257608,0.28262627,1,0
271,0.34166235,0.43069553,0.22764209,1,0
272,0.008493622,0.0034399808,0.98806643,2,2
273,0.16049442,0.61625504,0.22325055,1,1
274,0.07650281,0.10721121,0.816286,2,2
275,0.14288796,0.510036,0.34707606,1,2
276,0.14224279,0.13718258,0.7205746,2,2
277,0.017640568,0.30756167,0.6747978,2,1
278,0.04559849,0.79352826,0.16087325,1,1
279,0.70766574,0.20426485,0.088069454,0,0
280,0.10546463,0.141399,0.75313634,2,2
281,0.19727519,0.46053708,0.34218776,1,1
282,0.2935889,0.424088,0.28232306,1,1
283,0.23804204,0.4355565,0.32640147,1,1
284,0.04916841,0.0016974133,0.9491342,2,2
285,0.16684869,0.40309554,0.4300558,2,1
286,0.23316625,0.17434916,0.5924846,2,2
287,0.24098979,0.45165917,0.30735105,1,1
288,0.1530557,0.53728837,0.30965596,1,0
289,0.19658926,0.18754248,0.6158683,2,2
290,0.013814898,0.009947039,0.9762381,2,2
291,0.19467631,0.4814204,0.32390332,1,0
292,0.058063176,0.099628165,0.8423087,2,2
293,0.24098979,0.45165917,0.30735105,1,2
294,0.24124639,0.29792017,0.46083343,2,2
295,0.19138719,0.44356036,0.36505246,1,1
296,0.23297107,0.5035061,0.2635228,1,1
297,0.14238131,0.474849,0.3827697,1,0
298,0.24098979,0.45165917,0.30735105,1,0
299,0.15481775,0.24441518,0.6007671,2,2
300,0.0004891743,0.00022528287,0.9992855,2,2
301,0.021683002,0.031067124,0.9472499,2,2
302,0.016025068,0.011318773,0.9726562,2,2
303,0.122756004,0.62082875,0.25641528,1,1
304,0.21678813,0.50672686,0.27648497,1,2
305,0.24098979,0.45165917,0.30735105,1,0
306,0.50450397,0.21281378,0.28268227,0,2
307,0.51278013,0.14517453,0.34204537,0,2
308,0.3749759,0.4985659,0.12645817,1,1
309,0.15065987,0.47826084,0.37107924,1,1
310,0.021508537,0.00991495,0.96857655,2,2
311,0.18573451,0.48470718,0.32955828,1,1
312,0.064145565,0.0286496,0.9072048,2,2
313,0.05428329,0.095094085,0.8506226,2,2
314,0.44040912,0.3471709,0.21242,0,0
315,0.008068042,0.008037377,0.9838945,2,2
316,0.05911311,0.25866163,0.6822252,2,0
317,0.67042476,0.10942065,0.22015463,0,0
318,0.25194183,0.31210482,0.43595335,2,2
319,0.5831881,0.2161069,0.20070502,0,0
320,0.54416865,0.2692205,0.18661083,0,0
321,0.3159031,0.34879738,0.3352995,1,2
322,0.103083305,0.26926988,0.6276468,2,2
323,0.047060873,0.10097322,0.8519659,2,2
324,0.2962621,0.4534969,0.250241,1,2
325,0.23430465,0.4733815,0.2923138,1,0
326,0.08847508,0.08008666,0.83143824,2,2
327,0.008776244,0.0063014524,0.9849223,2,2
328,0.23739958,0.45982823,0.30277216,1,1
329,0.2677784,0.35906026,0.37316132,2,1
330,0.044741165,0.14353275,0.8117261,2,2
331,0.13688485,0.6450006,0.21811455,1,1
332,0.15826172,0.5008876,0.34085065,1,1
333,0.34672153,0.37191114,0.2813673,1,2
334,0.22829266,0.4911083,0.28059903,1,2
335,0.11839519,0.14289005,0.7387147,2,2
336,0.006318094,0.002706009,0.9909759,2,2
337,0.24098979,0.45165917,0.30735105,1,0
338,0.27155653,0.4572053,0.27123815,1,2
339,0.12359362,0.044382855,0.8320235,2,0
340,0.039540272,0.03592943,0.92453027,2,2
341,0.024287572,0.040300224,0.93541217,2,2
342,0.59770566,0.19302113,0.20927316,0,0
343,0.28942522,0.34207797,0.36849678,2,2
344,0.041216865,0.037766963,0.92101616,2,2
345,0.82208467,0.12067704,0.057238325,0,2
346,0.6409014,0.2577487,0.10134987,0,0
347,0.04492965,0.3038908,0.65117955,2,2
348,0.8260738,0.098620564,0.07530558,0,0
349,0.006817978,0.0035277014,0.9896543,2,2
350,0.049090523,0.11568288,0.83522666,2,2
351,0.083768375,0.07416166,0.8420699,2,2
352,0.907246,0.054327145,0.038426865,0,0
353,0.25212637,0.39834303,0.34953064,1,0
354,0.18568133,0.5727027,0.24161597,1,1
355,0.011014707,0.032305572,0.95667976,2,2
356,0.052301012,0.031058678,0.9166403,2,2
357,0.28664967,0.3872009,0.3261495,1,2
358,0.24674405,0.43972927,0.31352672,1,1
359,0.18338679,0.51432115,0.3022921,1,0
360,0.20514324,0.14660378,0.64825296,2,1
361,0.0038666122,0.0034782805,0.99265516,2,2
362,0.35383812,0.50122684,0.14493506,1,2
363,0.18483725,0.5762922,0.23887055,1,1
364,0.029526036,0.06882531,0.90164864,2,2
365,0.17186871,0.5698825,0.25824875,1,2
366,0.42615312,0.2345415,0.3393054,0,1
367,0.05509525,0.13359441,0.81131035,2,2
368,0.22820304,0.44682768,0.3249693,1,0
369,0.2227686,0.45258355,0.3246479,1,2
370,0.0387425,0.016167322,0.9450902,2,2
371,0.19799979,0.03633172,0.7656685,2,2
372,0.09196327,0.14346498,0.7645717,2,0
373,0.25097492,0.13012925,0.6188958,2,0
374,0.41505045,0.3222438,0.26270574,0,0
375,0.2707512,0.36815146,0.36109737,1,2
376,0.25310668,0.28858754,0.45830578,2,2
377,0.37594634,0.35008293,0.27397072,0,0
378,0.22065458,0.4637599,0.31558552,1,1
379,0.9122938,0.03307341,0.05463284,0,0
380,0.14102432,0.67911756,0.17985812,1,1
381,0.048091095,0.072699174,0.87920976,2,2
382,0.16797677,0.49430558,0.33771768,1,1
383,0.4384707,0.15785275,0.40367654,0,1
384,0.6063173,0.22002476,0.17365798,0,1
385,0.24098979,0.45165917,0.30735105,1,1
386,0.31627437,0.2555741,0.42815155,2,1
387,0.23001456,0.45594096,0.31404445,1,1
388,0.7700444,0.093556605,0.13639905,0,0
389,0.664229,0.17661813,0.15915288,0,0
390,0.4865655,0.15338983,0.36004472,0,2
391,0.24098979,0.45165917,0.30735105,1,2
392,0.17715156,0.49339238,0.32945606,1,1
393,0.03849892,0.0416272,0.9198739,2,2
394,0.7576348,0.07128233,0.17108281,0,1
395,0.28255972,0.47829318,0.23914713,1,0
396,0.21179397,0.5020456,0.28616044,1,1
397,0.00096002815,0.00042055553,0.99861944,2,2
398,0.144357,0.72478145,0.1308616,1,0
399,0.05520389,0.020161886,0.9246342,2,2
400,0.050793275,0.19215846,0.75704825,2,2
401,0.22963135,0.46524334,0.3051253,1,2
402,0.013417682,0.02128652,0.96529585,2,2
403,0.18747461,0.44605616,0.36646926,1,1
404,0.33079296,0.09607897,0.5731281,2,0
405,0.27400136,0.4207988,0.3051999,1,2
406,0.02414676,0.0604093,0.9154439,2,0
407,0.20489186,0.4204378,0.3746704,1,2
408,0.6032598,0.19124416,0.20549603,0,0
409,0.3382242,0.4192121,0.2425637,1,1
410,0.26341778,0.4006272,0.335955,1,2
411,0.2109915,0.37721628,0.4117922,2,2
412,0.22583668,0.42325947,0.35090384,1,2
413,0.24098979,0.45165917,0.30735105,1,2
414,0.22006719,0.29831514,0.48161763,2,0
415,0.14350043,0.19005804,0.6664415,2,2
416,0.2670847,0.14315893,0.5897564,2,2
417,0.19207145,0.4807687,0.32715988,1,1
418,0.23678014,0.49897766,0.26424217,1,2
419,0.20357168,0.07690531,0.719523,2,2
420,0.15636483,0.504466,0.3391692,1,2
421,0.15529998,0.31368536,0.5310147,2,2
422,0.32259426,0.32812518,0.34928057,2,0
423,0.11417636,0.29699263,0.588831,2,1
424,0.17196749,0.5320912,0.2959413,1,1
425,0.00042162972,8.293775e-05,0.9994954,2,2
426,0.15995866,0.43844056,0.4016008,1,1
427,0.2667917,0.41784576,0.3153626,1,2
428,0.53883135,0.20002547,0.26114324,0,0
429,0.24098979,0.45165917,0.30735105,1,0
430,0.13768132,0.31887922,0.5434394,2,2
431,0.11707586,0.09059114,0.792333,2,2
432,0.25126785,0.4282728,0.32045937,1,1
433,0.21386078,0.5074572,0.27868205,1,2
434,0.03174384,0.01704535,0.9512108,2,2
435,0.4320968,0.30020636,0.26769683,0,0
436,0.21306397,0.26640642,0.5205296,2,2
437,0.07793452,0.14351399,0.77855146,2,2
438,0.069423735,0.01476941,0.9158069,2,2
439,0.24098979,0.45165917,0.30735105,1,1
440,0.16991447,0.35720003,0.47288552,2,1
441,0.15541951,0.54548943,0.29909104,1,2
442,0.28071252,0.3664279,0.3528596,1,2
443,0.79504937,0.14486516,0.0600855,0,0
444,0.048201747,0.067371674,0.88442653,2,2
445,0.1730479,0.2605976,0.56635445,2,2
446,0.24098979,0.45165917,0.30735105,1,0
447,0.048640434,0.03306056,0.91829896,2,0
448,0.14363381,0.45254946,0.4038167,1,2
449,0.7030916,0.2066157,0.0902927,0,2
450,0.07736705,0.10465685,0.81797606,2,2
451,0.24155374,0.46245602,0.29599023,1,2
452,0.195461,0.3717327,0.4328063,2,2
453,0.29581672,0.2838438,0.42033952,2,0
454,0.17575288,0.6334106,0.19083655,1,1
455,0.27918783,0.4904109,0.23040126,1,1
456,0.2000553,0.060104508,0.73984015,2,2
457,0.0090460265,0.0053370283,0.985617,2,2
458,0.7660149,0.032350358,0.20163475,0,1
459,0.20150891,0.40292737,0.39556372,1,0
460,0.24628372,0.46808654,0.28562972,1,0
461,0.27720436,0.4425266,0.28026906,1,2
462,0.13009205,0.2551638,0.6147442,2,2
463,0.06841042,0.024536202,0.90705335,2,2
464,0.23550975,0.27199447,0.49249575,2,1
465,0.1837428,0.46659544,0.34966174,1,1
466,0.009876159,0.008448618,0.9816752,2,2
467,0.26746705,0.39007255,0.3424604,1,0
468,0.06519112,0.07240182,0.8624071,2,2
469,0.13678049,0.4296345,0.43358496,2,1
470,0.2078381,0.48990518,0.30225673,1,1
471,0.19683269,0.56891745,0.23424983,1,0
472,0.34765327,0.447003,0.20534371,1,1
473,0.5073554,0.028529808,0.46411476,0,0
474,0.25825346,0.35849148,0.3832551,2,2
475,0.3683642,0.3177303,0.31390554,0,1
476,0.069962814,0.1041779,0.8258593,2,2
477,0.84814805,0.07772852,0.074123494,0,0
478,0.1985083,0.40030384,0.4011879,2,0
479,0.22611909,0.3869052,0.38697568,2,2
480,0.77145535,0.08091647,0.14762814,0,0
481,0.002540377,0.006662793,0.9907968,2,2
482,0.012080071,0.0018669956,0.986053,2,2
483,0.11604049,0.12234718,0.7616123,2,1
484,0.26638496,0.38835806,0.34525698,1,2
485,0.02012125,0.08387286,0.8960059,2,2
486,0.22472863,0.4960454,0.27922598,1,2
487,0.094483405,0.008776494,0.8967401,2,2
488,0.07092436,0.20118594,0.72788966,2,2
489,0.27274475,0.41957617,0.30767912,1,0
490,0.12871493,0.5974733,0.27381173,1,1
491,0.48172352,0.31298268,0.20529376,0,0
492,0.30562738,0.4361617,0.2582109,1,1
493,0.35470024,0.27797952,0.3673202,2,1
494,0.17390709,0.6438912,0.1822017,1,2
495,0.28334808,0.46324453,0.25340745,1,1
496,0.14610761,0.048698355,0.805194,2,2
497,0.09922883,0.21652462,0.68424654,2,2
498,0.31072628,0.022960199,0.6663135,2,2
499,0.23346834,0.47877795,0.2877537,1,2
500,0.12288407,0.059148226,0.8179677,2,2
501,0.009971872,0.029640779,0.96038735,2,2
502,0.10008692,0.07275184,0.82716125,2,2
503,0.7728926,0.11995652,0.10715091,0,0
504,0.13435237,0.5122924,0.35335523,1,1
505,0.16010208,0.61702853,0.22286941,1,2
506,0.42775708,0.16236383,0.4098791,0,2
507,0.27155653,0.4572053,0.27123815,1,1
508,0.16266912,0.41556063,0.4217703,2,1
509,0.044759125,0.03486718,0.9203737,2,0
510,0.06687424,0.15845582,0.77466995,2,2
511,0.5171554,0.2243528,0.2584918,0,0
512,0.071694724,0.4095368,0.5187685,2,1
513,0.15107496,0.64480364,0.20412137,1,1
514,0.20136307,0.5238672,0.27476975,1,2
515,0.24098979,0.45165917,0.30735105,1,0
516,0.21751896,0.22542068,0.55706036,2,2
517,0.20763238,0.509541,0.28282663,1,1
518,0.37791488,0.2009474,0.42113778,2,2
519,0.40121296,0.2425198,0.35626724,0,2
520,0.20113383,0.11244433,0.6864218,2,2
521,0.23679656,0.42561135,0.3375921,1,1
522,0.17037979,0.5349994,0.29462084,1,1
523,0.15495996,0.45183071,0.3932093,1,2
524,0.3508558,0.5413169,0.10782729,1,0
525,0.057700004,0.033408955,0.908891,2,2
526,0.0029808732,0.0019148547,0.9951043,2,2
527,0.24301699,0.5251102,0.23187287,1,1
528,0.16883151,0.36227193,0.4688965,2,1
529,0.083101444,0.05443821,0.8624604,2,2
530,0.4101218,0.33767697,0.25220126,0,1
531,0.21568471,0.490378,0.29393733,1,1
532,0.15291186,0.51559466,0.33149347,1,2
533,0.4945842,0.29429576,0.21112002,0,0
534,0.072780505,0.04072409,0.8864954,2,2
535,0.10344856,0.16418326,0.7323682,2,2
536,0.70327115,0.12629758,0.17043121,0,2
537,0.15746851,0.6233281,0.21920337,1,1
538,0.20483482,0.34348768,0.45167756,2,2
539,0.017619684,0.013820099,0.9685602,2,2
540,0.106931776,0.16199754,0.7310707,2,1
541,0.5320801,0.25488916,0.21303074,0,0
542,0.09991267,0.03693275,0.86315453,2,2
543,0.10294124,0.02267992,0.87437886,2,2
544,0.30633923,0.43734318,0.25631753,1,1
545,0.010960851,0.0015473125,0.98749185,2,2
546,0.22332442,0.45766607,0.31900954,1,1
547,0.01764763,0.018717322,0.9636351,2,2
548,0.1766773,0.55435055,0.2689722,1,1
549,0.15746851,0.6233281,0.21920337,1,0
550,0.0023503543,0.0018477575,0.99580187,2,2
551,0.34383816,0.3468694,0.30929244,1,2
552,0.5120555,0.18509266,0.30285183,0,0
553,0.5168205,0.027690375,0.45548913,0,2
554,0.113223925,0.062300142,0.82447594,2,2
555,0.6620716,0.23014066,0.10778777,0,0
556,0.9356068,0.010725525,0.053667713,0,0
557,0.39097527,0.36758932,0.24143545,0,0
558,0.2115937,0.5951939,0.19321239,1,0
559,0.06491151,0.06665357,0.8684349,2,2
560,0.15780668,0.42322,0.41897336,1,1
561,0.010985163,0.0069038416,0.98211104,2,2
562,0.32283533,0.43267518,0.24448954,1,1
563,0.11690381,0.050900944,0.8321952,2,2
564,0.38526544,0.39266682,0.22206774,1,0
565,0.71971285,0.1634806,0.11680654,0,1
566,0.024409797,0.03637179,0.93921846,2,2
567,0.2591989,0.175583,0.56521803,2,1
568,0.18065883,0.3077404,0.5116008,2,2
569,0.15681908,0.5997361,0.24344483,1,0
570,0.16918536,0.23043986,0.60037476,2,2
571,0.21203272,0.48732576,0.30064157,1,1
572,0.33719596,0.33289972,0.32990432,0,0
573,0.25274798,0.33905593,0.40819606,2,2
574,0.011737795,0.036490586,0.9517717,2,2
575,0.20991312,0.5607956,0.22929126,1,1
576,0.65899694,0.16543412,0.17556897,0,0
577,0.10639002,0.73877615,0.15483385,1,0
578,0.6842493,0.21634392,0.0994068,0,0
579,0.10552818,0.059864387,0.83460736,2,0
580,0.16834183,0.48922557,0.34243262,1,1
